Fecha;Dia semana;Monto total;Efectivo;Tarjeta Credito;Tarjeta Debito;Web Pay;PedidosYa;PedidosYa Vouchers;Rappi;UberEats;Mercat;Transferencia;PedidosYa Efectivo;Uber eats
sábado, 21 de agosto de 2021;Saturday;208954;0;0;41850;93914;73190;0;0;0;0;0;0;0
domingo, 22 de agosto de 2021;Sunday;225100;90550;0;9980;46160;26070;0;0;0;0;0;52340;0
lunes, 23 de agosto de 2021;Monday;225530;43720;0;26240;0;60900;9410;0;0;0;0;15050;70210
martes, 24 de agosto de 2021;Tuesday;88968;0;0;0;28748;60220;0;0;0;0;0;0;0
miércoles, 25 de agosto de 2021;Wednesday;54030;0;0;0;0;13480;0;40550;0;0;0;0;0
jueves, 26 de agosto de 2021;Thursday;317746;71490;0;32250;54939;67920;0;26860;45320;0;0;0;18967
viernes, 27 de agosto de 2021;Friday;562203;61160;0;80580;88019;75480;0;185004;66970;0;0;4990;0
sábado, 28 de agosto de 2021;Saturday;253205;0;0;0;0;49831;4110;158844;40420;0;0;0;0
domingo, 29 de agosto de 2021;Sunday;266733;0;0;10780;45841;21960;0;163702;9580;0;14870;0;0
lunes, 30 de agosto de 2021;Monday;188662;39010;0;15270;41730;16672;0;57820;18160;0;0;0;0
martes, 31 de agosto de 2021;Tuesday;381390;93940;0;71100;0;0;0;77680;123200;0;0;15470;0
miércoles, 1 de septiembre de 2021;Wednesday;240626;47070;0;29540;37386;36560;0;56530;33540;0;0;0;0
jueves, 2 de septiembre de 2021;Thursday;534107;43820;0;22050;76903;94564;3710;185650;70590;0;14070;22750;0
viernes, 3 de septiembre de 2021;Friday;738944;41620;0;47010;151408;118926;0;325460;54520;0;0;0;0
sábado, 4 de septiembre de 2021;Saturday;763239;137142;14574;41230;80593;52190;0;414450;14280;0;0;8780;0
domingo, 5 de septiembre de 2021;Sunday;652673;67440;0;44130;99801;67680;4010;286040;24560;0;0;59012;0
lunes, 6 de septiembre de 2021;Monday;574164;50070;0;24350;100503;61601;0;278440;53210;0;0;5990;0
martes, 7 de septiembre de 2021;Tuesday;543319;44950;0;19860;79549;98850;0;190040;65180;0;10940;33950;0
miércoles, 8 de septiembre de 2021;Wednesday;666343;105010;0;32530;71863;209390;4710;155580;54730;0;4490;28040;0
jueves, 9 de septiembre de 2021;Thursday;804853;61720;0;82450;111317;54621;6730;228080;87740;0;30340;141855;0
viernes, 10 de septiembre de 2021;Friday;1687076;77000;0;136760;358243;226096;0;734240;144760;0;0;9977;0
sábado, 11 de septiembre de 2021;Saturday;822884;57540;0;57720;127932;110730;3490;369922;51210;0;0;44340;0
domingo, 12 de septiembre de 2021;Sunday;781639;55074;0;110000;42089;180022;0;313582;44930;0;11880;24062;0
lunes, 13 de septiembre de 2021;Monday;607489;43580;0;47420;91834;59111;0;308544;8080;0;4490;44430;0
martes, 14 de septiembre de 2021;Tuesday;662421;48760;0;48430;120275;74270;0;256246;63020;0;0;51420;0
miércoles, 15 de septiembre de 2021;Wednesday;235496;39980;0;0;34895;60681;0;59610;18270;0;0;22060;0
jueves, 16 de septiembre de 2021;Thursday;574502;38390;0;47100;160411;54892;0;196239;56600;0;0;20870;0
viernes, 17 de septiembre de 2021;Friday;529056;61960;0;13470;42176;37840;0;184920;131180;0;9580;47930;0
sábado, 18 de septiembre de 2021;Saturday;0;0;0;0;0;0;0;0;0;0;0;0;0
domingo, 19 de septiembre de 2021;Sunday;0;0;0;0;0;0;0;0;0;0;0;0;0
lunes, 20 de septiembre de 2021;Monday;764758;75190;27780;130740;100178;177826;10020;76104;155980;0;0;10940;0
martes, 21 de septiembre de 2021;Tuesday;529803;32720;0;85450;75713;51316;0;126824;143790;0;0;13990;0
miércoles, 22 de septiembre de 2021;Wednesday;336027;43490;13470;18760;65313;77159;0;41042;61920;0;4490;10383;0
jueves, 23 de septiembre de 2021;Thursday;429177;38310;0;40020;92842;93896;0;53396;70070;0;0;40643;0
viernes, 24 de septiembre de 2021;Friday;1339939;75230;0;83110;125125;385597;2010;388741;137980;0;17960;124186;0
sábado, 25 de septiembre de 2021;Saturday;706337;34580;0;71980;35549;176495;8020;218383;93850;0;0;67480;0
domingo, 26 de septiembre de 2021;Sunday;536771;37950;21570;17060;40460;147483;4210;184908;83130;0;0;0;0
lunes, 27 de septiembre de 2021;Monday;484146;18090;0;53620;54596;68052;0;201538;74680;0;0;13570;0
martes, 28 de septiembre de 2021;Tuesday;503104;21110;0;89540;40443;113304;4710;97526;132190;0;0;4281;0
miércoles, 29 de septiembre de 2021;Wednesday;558437;31870;0;56900;51276;100856;0;168675;142870;0;0;5990;0
jueves, 30 de septiembre de 2021;Thursday;809976;37240;0;82480;111376;174416;0;245494;130720;0;0;28250;0
viernes, 1 de octubre de 2021;Friday;1170960;81459;5290;154660;136835;199608;1500;469032;78750;0;0;43826;0
sábado, 2 de octubre de 2021;Saturday;1025084;19550;0;36240;148010;384201;3410;283180;131690;0;0;18803;0
domingo, 3 de octubre de 2021;Sunday;893556;70030;0;53240;91029;250123;4010;293660;74510;0;0;56954;0
lunes, 4 de octubre de 2021;Monday;600511;30180;0;19760;49293;227274;0;125724;117020;0;0;31260;0
martes, 5 de octubre de 2021;Tuesday;536006;31840;0;4290;123435;151327;0;82994;114650;0;4490;22980;0
miércoles, 6 de octubre de 2021;Wednesday;452216;31930;0;34340;51309;108151;0;109564;73790;0;0;43132;0
jueves, 7 de octubre de 2021;Thursday;956500;71010;0;70500;222511;148011;0;226588;158350;0;0;59530;0
viernes, 8 de octubre de 2021;Friday;1070324;33060;0;39820;117843;222100;0;412381;184800;0;0;60320;0
sábado, 9 de octubre de 2021;Saturday;1033481;59090;0;42110;155808;204271;12700;243002;257270;0;0;59230;0
domingo, 10 de octubre de 2021;Sunday;903332;64570;0;21851;153895;129510;2710;410276;84080;0;0;36440;0
lunes, 11 de octubre de 2021;Monday;599910;66110;0;26960;49089;204491;0;112430;140830;0;0;0;0
martes, 12 de octubre de 2021;Tuesday;479857;16610;0;40440;21683;85250;3910;94314;180120;0;0;37530;0
miércoles, 13 de octubre de 2021;Wednesday;865900;116630;53610;66300;74346;229400;0;166764;146870;0;0;11980;0
jueves, 14 de octubre de 2021;Thursday;864792;30170;0;72760;139805;202011;0;249096;138110;0;0;32840;0
viernes, 15 de octubre de 2021;Friday;1143627;51940;0;37940;265191;256811;5000;302275;211500;0;0;12970;0
sábado, 16 de octubre de 2021;Saturday;731281;37070;0;61400;77029;129294;4010;159898;195500;0;0;67080;0
domingo, 17 de octubre de 2021;Sunday;749543;20300;20970;32470;127684;148074;0;101664;216710;0;0;81671;0
lunes, 18 de octubre de 2021;Monday;794228;50760;0;72390;64390;76251;0;195836;304140;0;0;30461;0
martes, 19 de octubre de 2021;Tuesday;508360;32180;0;55890;43876;176300;4010;73453;94520;0;0;28131;0
miércoles, 20 de octubre de 2021;Wednesday;595832;32120;0;116300;0;113832;0;109592;147070;37388;0;39530;0
jueves, 21 de octubre de 2021;Thursday;687434;42610;0;27550;0;174850;9010;98985;159370;156319;0;18740;0
viernes, 22 de octubre de 2021;Friday;2054302;125970;8980;98880;10980;679472;11020;387180;568140;101840;0;61840;0
sábado, 23 de octubre de 2021;Saturday;741386;66440;5490;26960;0;167833;12481;127926;197830;113466;0;22960;0
domingo, 24 de octubre de 2021;Sunday;783728;33210;0;42930;0;233724;0;176192;198660;61572;0;37440;0
lunes, 25 de octubre de 2021;Monday;519633;30530;0;24970;0;128761;0;56622;228220;17480;0;33050;0
martes, 26 de octubre de 2021;Tuesday;543688;21800;0;59410;0;127690;3010;144831;128110;48666;0;10171;0
miércoles, 27 de octubre de 2021;Wednesday;414059;35430;0;4490;0;59000;0;89008;194980;0;1800;29351;0
jueves, 28 de octubre de 2021;Thursday;671243;0;0;0;0;114731;23320;246706;249590;36896;0;0;0
viernes, 29 de octubre de 2021;Friday;954991;48380;0;51430;0;276281;0;264176;173200;104294;0;37230;0
sábado, 30 de octubre de 2021;Saturday;1793631;103762;115906;770710;0;201111;3610;161250;221700;82751;54510;78321;0
domingo, 31 de octubre de 2021;Sunday;659838;0;0;0;0;326066;4210;163186;138000;28376;0;0;0
lunes, 1 de noviembre de 2021;Monday;731206;59440;0;77360;0;111223;4510;283705;67369;96659;12990;17950;0
martes, 2 de noviembre de 2021;Tuesday;405665;37140;0;16470;0;119601;5010;42642;130565;32596;0;21641;0
miércoles, 3 de noviembre de 2021;Wednesday;987876;80384;32610;171936;32450;178431;0;93334;261555;111216;0;25960;0
jueves, 4 de noviembre de 2021;Thursday;411323;0;0;0;0;83480;0;127000;128082;72761;0;0;0
viernes, 5 de noviembre de 2021;Friday;1745160;166029;98165;518188;0;271292;0;320386;167896;194724;0;8480;0
sábado, 6 de noviembre de 2021;Saturday;1517332;139669;167186;314543;0;215277;4710;286460;186452;127674;0;75361;0
domingo, 7 de noviembre de 2021;Sunday;1205168;60045;0;183224;0;250813;22410;243644;178415;169146;12990;84481;0
lunes, 8 de noviembre de 2021;Monday;545537;43940;0;4490;0;155241;0;118582;150758;20896;0;51630;0
martes, 9 de noviembre de 2021;Tuesday;444951;0;0;0;0;74582;0;128314;201899;40156;0;0;0
miércoles, 10 de noviembre de 2021;Wednesday;580377;36830;0;89962;0;141410;0;53348;169025;13132;0;76670;0
jueves, 11 de noviembre de 2021;Thursday;893119;48470;0;0;0;235410;0;218696;254967;81526;0;54050;0
viernes, 12 de noviembre de 2021;Friday;1939138;99161;0;612580;0;292962;0;395320;419892;80283;0;38940;0
sábado, 13 de noviembre de 2021;Saturday;749239;0;0;0;0;232442;2710;0;463741;50346;0;0;0
domingo, 14 de noviembre de 2021;Sunday;704199;51388;0;0;0;231350;3710;178694;141232;97825;0;0;0
lunes, 15 de noviembre de 2021;Monday;466263;41930;0;29940;0;76737;0;71330;226046;0;0;20280;0
martes, 16 de noviembre de 2021;Tuesday;624080;58400;6490;25960;0;109116;0;143314;142632;77947;0;60221;0
miércoles, 17 de noviembre de 2021;Wednesday;704505;64200;0;107442;0;176486;0;102646;204697;22384;0;26650;0
jueves, 18 de noviembre de 2021;Thursday;1028153;84927;103113;293539;0;79700;0;223386;209635;26363;0;7490;0
viernes, 19 de noviembre de 2021;Friday;1821467;180821;49231;546180;0;298268;4010;382554;274079;25950;0;60374;0
sábado, 20 de noviembre de 2021;Saturday;2341824;36990;37664;537706;0;326508;0;565856;577402;169098;0;90600;0
domingo, 21 de noviembre de 2021;Sunday;1401365;31430;0;29950;38410;345582;3810;0;673706;151375;0;127102;0
lunes, 22 de noviembre de 2021;Monday;263591;0;0;0;0;82268;0;55840;125483;0;0;0;0
martes, 23 de noviembre de 2021;Tuesday;246238;0;0;0;0;56210;1210;62838;109000;16980;0;0;0
miércoles, 24 de noviembre de 2021;Wednesday;701213;77350;0;78681;0;133583;0;181074;126275;65310;0;38940;0
jueves, 25 de noviembre de 2021;Thursday;450576;0;0;0;0;160661;0;114626;175289;0;0;0;0
viernes, 26 de noviembre de 2021;Friday;1630053;61437;120155;442825;0;250412;0;292656;348736;26960;0;86872;0
sábado, 27 de noviembre de 2021;Saturday;1343993;59238;33450;296126;0;104220;0;423062;361663;22693;0;43541;0
domingo, 28 de noviembre de 2021;Sunday;1017106;153493;21470;115990;107030;103238;0;176836;268971;32336;0;37742;0
lunes, 29 de noviembre de 2021;Monday;495707;53080;0;42930;21960;60011;0;49720;170540;50356;0;47110;0
martes, 30 de noviembre de 2021;Tuesday;517611;0;0;0;0;122612;0;107006;223990;64003;0;0;0
miércoles, 1 de diciembre de 2021;Wednesday;778869;130710;0;246409;0;83901;0;124066;172600;21183;0;0;0
jueves, 2 de diciembre de 2021;Thursday;1081957;120577;0;219558;0;150463;0;155778;251850;108851;0;74880;0
viernes, 3 de diciembre de 2021;Friday;1557618;88873;0;379975;0;303742;0;336000;371620;23478;0;53930;0
sábado, 4 de diciembre de 2021;Saturday;1295981;47480;0;357915;0;172171;0;202574;355630;89331;0;70880;0
domingo, 5 de diciembre de 2021;Sunday;540922;0;0;0;0;169070;4210;131948;191440;44254;0;0;0
lunes, 6 de diciembre de 2021;Monday;645418;38490;0;76270;0;112801;0;71574;236590;79433;0;30260;0
martes, 7 de diciembre de 2021;Tuesday;472545;51180;0;82180;0;82791;0;59514;192390;4490;0;0;0
miércoles, 8 de diciembre de 2021;Wednesday;1160305;54097;18227;243101;0;324791;0;122898;261650;83688;0;51853;0
jueves, 9 de diciembre de 2021;Thursday;1149613;96793;31724;306684;0;129810;0;250270;294000;27852;0;12480;0
viernes, 10 de diciembre de 2021;Friday;1743579;82745;107904;422273;0;181213;8220;451048;283460;153706;0;53010;0
sábado, 11 de diciembre de 2021;Saturday;2709206;94442;302219;238541;0;306980;15840;695796;745700;222206;0;87482;0
domingo, 12 de diciembre de 2021;Sunday;705960;0;0;0;0;144771;0;160320;351610;49259;0;0;0
lunes, 13 de diciembre de 2021;Monday;575314;48980;11480;21960;0;108042;0;103288;220650;34254;0;26660;0
martes, 14 de diciembre de 2021;Tuesday;774440;127834;5490;131293;0;199194;0;43356;246360;5490;0;15423;0
miércoles, 15 de diciembre de 2021;Wednesday;717716;61037;5490;59215;0;134200;0;111014;196460;86313;0;63987;0
jueves, 16 de diciembre de 2021;Thursday;796732;32000;0;13980;0;228222;0;240824;246490;20046;0;15170;0
viernes, 17 de diciembre de 2021;Friday;1010678;0;0;0;0;250412;0;193252;518760;48254;0;0;0
sábado, 18 de diciembre de 2021;Saturday;1964083;223914;0;104757;0;325100;8020;621027;513560;86328;0;81377;0
domingo, 19 de diciembre de 2021;Sunday;1735182;43480;12460;48530;0;381328;0;847160;204800;97388;0;100036;0
lunes, 20 de diciembre de 2021;Monday;387201;0;0;0;0;81950;0;42406;237800;25045;0;0;0
martes, 21 de diciembre de 2021;Tuesday;217703;41490;0;19635;0;25450;0;38378;73690;0;0;9280;9780
miércoles, 22 de diciembre de 2021;Wednesday;828884;50880;0;260204;25245;117710;0;63366;184780;90849;9600;26250;0
jueves, 23 de diciembre de 2021;Thursday;1946392;223896;80484;253332;0;405300;9420;247588;609440;62842;0;54090;0
viernes, 24 de diciembre de 2021;Friday;378067;32000;0;30940;0;41920;0;138596;65000;55138;0;14473;0
sábado, 25 de diciembre de 2021;Saturday;0;0;0;0;0;0;0;0;0;0;0;0;0
domingo, 26 de diciembre de 2021;Sunday;1286812;0;0;0;0;300512;0;380616;454820;150864;0;0;0
lunes, 27 de diciembre de 2021;Monday;518034;46970;0;41330;0;93130;0;58976;242540;24908;0;10180;0
martes, 28 de diciembre de 2021;Tuesday;880291;39500;0;46910;0;122192;5210;189070;398560;61997;0;16852;0
miércoles, 29 de diciembre de 2021;Wednesday;1215876;85980;93915;316046;0;115430;0;257063;224990;67146;0;55306;0
jueves, 30 de diciembre de 2021;Thursday;1956041;92745;128458;460201;0;294532;4510;460672;410270;32185;0;72468;0
viernes, 31 de diciembre de 2021;Friday;661413;47480;13980;6990;0;202864;0;157970;147980;84149;0;0;0
sábado, 1 de enero de 2022;Saturday;0;0;0;0;0;0;0;0;0;0;0;0;0
domingo, 2 de enero de 2022;Sunday;864178;36650;0;30440;0;150166;0;204100;270520;124181;0;48121;0
lunes, 3 de enero de 2022;Monday;874593;58800;0;35430;0;193816;0;167648;311910;80629;0;26360;0
martes, 4 de enero de 2022;Tuesday;598066;42990;0;49410;0;102233;0;149847;222270;21326;0;9990;0
miércoles, 5 de enero de 2022;Wednesday;640093;61020;0;59870;0;83263;0;144430;252540;29590;0;9380;0
jueves, 6 de enero de 2022;Thursday;1381148;119273;0;100112;0;181716;0;349225;535120;95702;0;0;0
viernes, 7 de enero de 2022;Friday;1958895;0;37224;486680;0;303062;0;403858;632590;21305;0;74176;0
sábado, 8 de enero de 2022;Saturday;1695561;202476;0;245085;0;185500;6120;411249;457740;113225;0;74166;0
domingo, 9 de enero de 2022;Sunday;785811;52970;0;0;0;175121;9720;120379;371450;47921;0;8250;0
lunes, 10 de enero de 2022;Monday;603218;53882;0;63780;0;99541;0;115268;203525;23980;0;43242;0
martes, 11 de enero de 2022;Tuesday;936030;54636;0;205078;0;98140;0;112274;347430;45976;0;72496;0
miércoles, 12 de enero de 2022;Wednesday;710704;81477;0;147943;0;50222;0;138090;191750;93232;0;7990;0
jueves, 13 de enero de 2022;Thursday;182541;40000;0;19858;0;34851;0;0;73595;14237;0;0;0
viernes, 14 de enero de 2022;Friday;1979452;97395;182658;403167;0;295895;5391;340770;480830;117216;0;56130;0
sábado, 15 de enero de 2022;Saturday;1459466;91705;0;522582;3990;168762;0;224620;359525;34562;0;53720;0
domingo, 16 de enero de 2022;Sunday;947018;57268;0;179167;0;115840;0;149320;331570;38153;0;75700;0
lunes, 17 de enero de 2022;Monday;614578;88960;0;10960;0;163902;0;98870;221589;24107;0;6190;0
martes, 18 de enero de 2022;Tuesday;950486;64950;78914;284503;0;78790;0;97180;251443;78336;0;16370;0
miércoles, 19 de enero de 2022;Wednesday;1184165;173745;0;232510;0;169191;0;140730;356330;73928;6990;30741;0
jueves, 20 de enero de 2022;Thursday;1120877;118280;0;315519;0;162072;0;170380;290560;57876;0;6190;0
viernes, 21 de enero de 2022;Friday;3477634;221014;111562;1163250;0;368140;8020;500960;822880;128426;0;153382;0
sábado, 22 de enero de 2022;Saturday;1240634;125720;77308;202222;0;148122;0;165180;387190;113422;0;21470;0
domingo, 23 de enero de 2022;Sunday;1395795;138989;0;216170;0;165190;0;299850;509570;38266;0;27760;0
lunes, 24 de enero de 2022;Monday;704956;61380;0;54900;0;125950;0;141530;258730;29815;0;23171;9480
martes, 25 de enero de 2022;Tuesday;563813;79466;0;116656;0;47531;0;63320;206120;38440;0;12280;0
miércoles, 26 de enero de 2022;Wednesday;901853;174981;0;144688;0;140530;0;60150;259890;72894;0;48720;0
jueves, 27 de enero de 2022;Thursday;1328872;121710;15444;326423;0;172580;0;238601;318030;95054;0;41030;0
viernes, 28 de enero de 2022;Friday;1824884;73016;0;492076;0;291340;0;487112;350710;13990;0;116640;0
sábado, 29 de enero de 2022;Saturday;1497528;102702;0;217585;0;324240;0;466838;315850;14193;0;56120;0
domingo, 30 de enero de 2022;Sunday;1221164;81142;0;304099;38930;234580;0;227626;165200;81897;0;87690;0
lunes, 31 de enero de 2022;Monday;512743;34770;0;10780;5990;88270;0;179786;107130;29297;0;56720;0
martes, 1 de febrero de 2022;Tuesday;782808;50930;0;212810;0;144810;0;155300;122600;62358;0;34000;0
miércoles, 2 de febrero de 2022;Wednesday;876679;45837;0;434771;11980;66030;3110;95700;130200;39131;0;49920;0
jueves, 3 de febrero de 2022;Thursday;1164119;101764;0;278252;0;276031;3610;150640;272800;54072;0;26950;0
viernes, 4 de febrero de 2022;Friday;1779408;172745;67540;477035;32558;236800;2896;332810;301610;91009;0;64405;0
sábado, 5 de febrero de 2022;Saturday;1121828;113021;0;391751;23960;159390;0;192600;176450;52876;0;11780;0
domingo, 6 de febrero de 2022;Sunday;667101;64735;0;225290;0;81780;0;97470;156250;27396;0;14180;0
lunes, 7 de febrero de 2022;Monday;459754;43370;0;57430;0;117231;0;63820;116760;37173;0;23970;0
martes, 8 de febrero de 2022;Tuesday;1104922;124472;87637;395867;0;125130;0;141630;103740;57635;0;68811;0
miércoles, 9 de febrero de 2022;Wednesday;763782;153603;23386;203981;0;82680;0;62120;168440;69572;0;0;0
jueves, 10 de febrero de 2022;Thursday;1081353;127840;70988;274023;0;72110;0;195340;222440;92552;0;26060;0
viernes, 11 de febrero de 2022;Friday;1732655;290181;93632;431935;71813;248610;4795;122160;291420;128484;0;49625;0
sábado, 12 de febrero de 2022;Saturday;1151124;188225;0;195759;23460;98870;10220;152310;354190;84570;0;43520;0
domingo, 13 de febrero de 2022;Sunday;1083945;176937;98116;215162;19816;178570;0;177090;143930;15104;0;59220;0
lunes, 14 de febrero de 2022;Monday;1794641;212447;89816;657061;18470;227130;0;150510;379225;46102;0;13880;0
martes, 15 de febrero de 2022;Tuesday;762618;78540;31856;140220;1190;124030;0;105460;249295;17247;0;14780;0
miércoles, 16 de febrero de 2022;Wednesday;1152824;107414;25800;571265;0;81010;0;148410;177085;20980;0;20860;0
jueves, 17 de febrero de 2022;Thursday;1084048;111530;9768;182084;29656;242423;0;214830;241205;41272;0;11280;0
viernes, 18 de febrero de 2022;Friday;1764827;63025;0;536129;0;252183;4710;334940;426725;107885;0;39230;0
sábado, 19 de febrero de 2022;Saturday;1866828;193591;0;587767;0;242363;0;201160;548585;79782;0;13580;0
domingo, 20 de febrero de 2022;Sunday;1151660;157070;0;278059;0;176982;0;144140;278410;66069;0;50930;0
lunes, 21 de febrero de 2022;Monday;674085;60080;10780;83240;0;58210;0;84400;271400;53635;0;52340;0
martes, 22 de febrero de 2022;Tuesday;1121503;152326;11980;298165;0;174470;0;94090;272695;62336;0;55441;0
miércoles, 23 de febrero de 2022;Wednesday;776405;61750;11980;173464;0;121340;0;220940;109960;59981;0;16990;0
jueves, 24 de febrero de 2022;Thursday;1355312;346651;57360;240579;46307;171380;0;166520;314535;5990;0;5990;0
viernes, 25 de febrero de 2022;Friday;2566635;166107;84712;732300;0;402290;0;302720;801200;26386;0;50920;0
sábado, 26 de febrero de 2022;Saturday;1785134;40230;0;480824;24706;303400;186;154810;592785;109879;0;78314;0
domingo, 27 de febrero de 2022;Sunday;1112346;165152;31724;190190;0;142700;0;122570;357750;32440;0;69820;0
lunes, 28 de febrero de 2022;Monday;833918;68847;41492;194511;0;129350;0;61120;223048;55430;0;60120;0
martes, 1 de marzo de 2022;Tuesday;979169;62440;0;254939;0;174700;0;103800;277234;53626;0;52430;0
miércoles, 2 de marzo de 2022;Wednesday;814010;49308;0;314013;0;178170;0;101220;87142;20126;47751;16280;0
jueves, 3 de marzo de 2022;Thursday;1219007;81539;0;332690;7990;228350;0;154530;365355;27183;0;21370;0
viernes, 4 de marzo de 2022;Friday;1954650;201700;66726;415455;0;186450;2667;294640;515995;172714;0;98303;0
sábado, 5 de marzo de 2022;Saturday;2099412;92399;0;768326;0;280910;35990;287260;485681;96216;0;52630;0
domingo, 6 de marzo de 2022;Sunday;1138169;57360;0;172264;0;132400;4110;175890;488463;65246;23276;19160;0
lunes, 7 de marzo de 2022;Monday;801497;92862;0;172793;0;135530;0;119460;249705;31147;0;0;0
martes, 8 de marzo de 2022;Tuesday;1114786;70627;168766;352511;0;124730;0;115260;196815;17247;0;68830;0
miércoles, 9 de marzo de 2022;Wednesday;971832;101419;28457;346901;0;118740;0;97820;194826;31329;0;52340;0
jueves, 10 de marzo de 2022;Thursday;984393;101356;0;296106;0;65810;0;150810;272564;35217;0;62530;0
viernes, 11 de marzo de 2022;Friday;2001417;174640;8939;632889;0;326210;0;244640;417773;70696;0;125630;0
sábado, 12 de marzo de 2022;Saturday;1743808;144518;8547;377917;0;300920;0;133030;686730;56386;0;35760;0
domingo, 13 de marzo de 2022;Sunday;1311067;199544;83386;335983;0;120640;3110;79820;474391;14193;0;0;0
lunes, 14 de marzo de 2022;Monday;511411;30500;0;138529;0;135620;3110;36950;97496;13696;0;55510;0
martes, 15 de marzo de 2022;Tuesday;829104;97609;27005;325019;0;121550;0;57340;108549;47592;5990;38450;0
miércoles, 16 de marzo de 2022;Wednesday;1018811;51556;127313;326302;0;160470;0;85610;190560;33160;0;43840;0
jueves, 17 de marzo de 2022;Thursday;1150641;109754;61056;276667;0;146790;0;186510;277012;80772;0;12080;0
viernes, 18 de marzo de 2022;Friday;2085799;87817;53643;759959;0;298080;0;162230;545694;116266;0;62110;0
sábado, 19 de marzo de 2022;Saturday;1274491;50959;68486;398734;0;232990;5010;77910;308613;89049;0;42740;0
domingo, 20 de marzo de 2022;Sunday;1279315;147292;47509;269155;0;199520;510;96200;394261;42178;0;82690;0
lunes, 21 de marzo de 2022;Monday;618154;51160;32065;69853;0;95760;0;75910;245476;0;0;47930;0
martes, 22 de marzo de 2022;Tuesday;589645;88010;29106;181194;0;94270;7520;48640;120249;13696;0;6960;0
miércoles, 23 de marzo de 2022;Wednesday;866284;31370;93786;172031;0;172770;0;85110;236998;31879;0;42340;0
jueves, 24 de marzo de 2022;Thursday;1371026;73446;20416;465972;0;190750;0;185790;312464;81048;0;41140;0
viernes, 25 de marzo de 2022;Friday;1870769;119881;119614;462725;0;360160;10;288170;432939;0;0;87270;0
sábado, 26 de marzo de 2022;Saturday;1816496;62756;0;572115;0;456620;0;122960;523035;29980;0;49030;0
domingo, 27 de marzo de 2022;Sunday;977296;66684;9980;187440;0;204310;0;113470;248889;89573;24000;32950;0
lunes, 28 de marzo de 2022;Monday;701153;101733;0;162939;0;112460;8820;92680;120700;13971;0;87850;0
martes, 29 de marzo de 2022;Tuesday;1224098;98217;0;384931;0;370520;3110;140220;184270;5990;0;36840;0
miércoles, 30 de marzo de 2022;Wednesday;1064860;83385;49951;409124;0;151130;0;101580;210960;20980;0;37750;0
jueves, 31 de marzo de 2022;Thursday;1237481;126709;12067;392345;0;138550;0;158910;341070;0;0;67830;0
viernes, 1 de abril de 2022;Friday;2203043;216818;53251;856149;36450;362170;3710;412110;136350;116965;0;9070;0
sábado, 2 de abril de 2022;Saturday;2166463;105470;209429;798060;0;252090;0;154530;503530;72648;30756;39950;0
domingo, 3 de abril de 2022;Sunday;1130702;150001;0;382773;0;174790;5510;124850;252600;40178;0;0;0
lunes, 4 de abril de 2022;Monday;718200;86270;18380;283788;1328;61320;0;61630;179400;26084;0;0;0
martes, 5 de abril de 2022;Tuesday;682564;67248;17556;253770;0;122960;0;77200;133850;0;0;9980;0
miércoles, 6 de abril de 2022;Wednesday;893587;33850;183227;396937;0;51930;0;62630;73820;49143;0;42050;0
jueves, 7 de abril de 2022;Thursday;827643;105428;21417;246485;33000;54120;2926;63020;249910;44673;0;6664;0
viernes, 8 de abril de 2022;Friday;2064013;164793;0;765565;0;255760;0;196970;549840;97925;0;33160;0
sábado, 9 de abril de 2022;Saturday;1668086;127398;66770;624904;0;201840;0;162320;337540;92984;0;54330;0
domingo, 10 de abril de 2022;Sunday;944407;120524;16469;198608;0;132430;0;54340;324550;37376;0;60110;0
lunes, 11 de abril de 2022;Monday;447039;38790;0;91448;0;86690;0;55940;103410;47491;0;23270;0
martes, 12 de abril de 2022;Tuesday;596664;104734;0;201470;0;118260;0;41470;130730;0;0;0;0
miércoles, 13 de abril de 2022;Wednesday;1133571;44818;63002;445327;21234;187180;1491;131840;159860;14990;0;63829;0
jueves, 14 de abril de 2022;Thursday;1771420;165707;22187;710119;0;212230;0;219840;321710;45707;0;73920;0
viernes, 15 de abril de 2022;Friday;1546608;113282;7590;546116;0;226620;0;230660;396080;18470;0;7790;0
sábado, 16 de abril de 2022;Saturday;1423133;144054;17457;244813;0;240420;0;115860;444480;128759;24070;63220;0
domingo, 17 de abril de 2022;Sunday;752719;84068;142997;117314;0;32270;0;73420;256900;27980;0;17770;0
lunes, 18 de abril de 2022;Monday;570184;139696;8239;62807;19316;29060;0;112696;127760;0;0;70610;0
martes, 19 de abril de 2022;Tuesday;793915;144222;88374;254724;0;90180;0;55828;102790;31727;0;26070;0
miércoles, 20 de abril de 2022;Wednesday;695970;121483;35145;84439;0;120280;0;104590;180970;33183;0;15880;0
jueves, 21 de abril de 2022;Thursday;918168;75895;73590;280720;0;122400;0;130574;120410;67493;29106;17980;0
viernes, 22 de abril de 2022;Friday;1710356;184204;142351;549647;0;106070;0;110964;508050;78410;0;30660;0
sábado, 23 de abril de 2022;Saturday;1342052;96392;20317;480168;0;201770;0;157256;290220;60809;0;35120;0
domingo, 24 de abril de 2022;Sunday;970416;38510;26406;249989;0;206280;2014;110178;222800;76343;0;37896;0
lunes, 25 de abril de 2022;Monday;367236;51006;10980;54734;0;26780;0;79876;143860;0;0;0;0
